guru_name,guru_id,ticker,performance,last_action
Wallace Weitz,464,SPGI,0.2%,Held
Wallace Weitz,464,MSFT,3.46%,Decreased
Wallace Weitz,464,LKQ,0.91%,Held
Wallace Weitz,464,RAL,0.04%,Increased
Chris Davis,1443,TXN,2.64%,Decreased
Chris Davis,1443,CTRA,1.27%,Increased
Chris Davis,1443,TSN,2.68%,Increased
Chris Davis,1443,DEI,0.02%,Increased
Chris Davis,1443,SAP,0.08%,Decreased
Chris Davis,1443,SPG,0.05%,Decreased
Chris Davis,1443,IAC,0.46%,Decreased
Chris Davis,1443,CDP,0.02%,Increased
Chris Davis,1443,REG,0.05%,Increased
Chris Davis,1443,EQR,0.04%,Increased
Chris Davis,1443,TCOM,1.55%,Increased
Chris Davis,1443,SE,0.38%,Decreased
Chris Davis,1443,ORCL,0.15%,Decreased
Chris Davis,1443,BAC,0.29%,Decreased
Chris Davis,1443,INTC,N/A,Unknown
Chris Davis,1443,USB,4.68%,Increased
Chris Davis,1443,EQIX,0.07%,Increased
Chris Davis,1443,BK,0.92%,Decreased
Chris Davis,1443,DGX,1.3%,Decreased
Chris Davis,1443,APP,0.4%,Increased
Chris Davis,1443,HUM,2.16%,Decreased
Chris Davis,1443,XOM,N/A,Unknown
Chris Davis,1443,SHO,0.05%,Increased
Chris Davis,1443,AXP,0.46%,Decreased
Chris Davis,1443,AMH,0.05%,Increased
Chris Davis,1443,AMAT,4.85%,Decreased
Chris Davis,1443,DAR,0.5%,Decreased
Chris Davis,1443,JD,0.06%,Decreased
Chris Davis,1443,YOU,N/A,Unknown
Chris Davis,1443,SKX,N/A,Unknown
Chris Davis,1443,CPT,0.05%,Increased
Chris Davis,1443,UNH,1.89%,Increased
Chris Davis,1443,BXP,0.08%,Increased
Chris Davis,1443,AVB,0.06%,Increased
Chris Davis,1443,GOOGL,2.69%,Decreased
Chris Davis,1443,OC,1.3%,Decreased
Chris Davis,1443,REXR,0.07%,Increased
Chris Davis,1443,YMM,0.73%,Increased
Chris Davis,1443,NTES,0.43%,Decreased
Chris Davis,1443,EG,0.07%,Decreased
Chris Davis,1443,JPM,0.99%,Decreased
Chris Davis,1443,PNC,0.5%,Increased
Chris Davis,1443,CPNG,0.92%,Decreased
Chris Davis,1443,DLR,0.06%,Increased
Chris Davis,1443,NTST,0.02%,Increased
Chris Davis,1443,PSA,0.06%,Decreased
Chris Davis,1443,VALE,0.15%,Increased
Chris Davis,1443,RNR,0.19%,Decreased
Chris Davis,1443,HIW,N/A,Unknown
Chris Davis,1443,ARE,0.06%,Increased
Chris Davis,1443,BRX,0.07%,Increased
Chris Davis,1443,TFC,0.04%,Decreased
Chris Davis,1443,BRK.A,4.15%,Decreased
Chris Davis,1443,NVDA,0.08%,Increased
Chris Davis,1443,STT,0.04%,Decreased
Chris Davis,1443,BEKE,0.18%,Decreased
Chris Davis,1443,VTR,0.07%,Decreased
Chris Davis,1443,CB,1.66%,Decreased
Chris Davis,1443,ESS,0.04%,Increased
Chris Davis,1443,CCK,N/A,Unknown
Chris Davis,1443,VTRS,3.17%,Increased
Chris Davis,1443,QSR,1.21%,Increased
Chris Davis,1443,MSFT,0.66%,Decreased
Chris Davis,1443,WCC,0.29%,Increased
Chris Davis,1443,TRNO,0.03%,Increased
Chris Davis,1443,FRT,100%,Decreased
Chris Davis,1443,SCHW,0.14%,Decreased
Chris Davis,1443,COP,0.76%,Increased
Chris Davis,1443,META,8.32%,Decreased
Chris Davis,1443,AMT,0.11%,Increased
Chris Davis,1443,MAA,0.04%,Increased
Chris Davis,1443,ANGI,0.1%,Increased
Chris Davis,1443,TSM,0.01%,Increased
Chris Davis,1443,PLD,0.07%,Decreased
Chris Davis,1443,CUZ,0.07%,Increased
Chris Davis,1443,MGM,4.38%,Increased
Chris Davis,1443,O,0.02%,Increased
Chris Davis,1443,CVS,4.27%,Increased
Chris Davis,1443,HPP,0.03%,Decreased
Chris Davis,1443,AMZN,3.83%,Decreased
Chris Davis,1443,RKT,0.24%,Decreased
Chris Davis,1443,CCI,0.02%,Increased
Chris Davis,1443,UDR,0.04%,Increased
Chris Davis,1443,FITB,0.55%,Increased
Chris Davis,1443,L,0.29%,Decreased
Chris Davis,1443,SUI,0.03%,Increased
Chris Davis,1443,MKL,3.96%,Decreased
Chris Davis,1443,WFC,3.5%,Decreased
Chris Davis,1443,EGP,0.04%,Increased
Chris Davis,1443,SOLV,2.23%,Increased
Chris Davis,1443,MTB,0.05%,Decreased
Chris Davis,1443,RH,N/A,Unknown
Chris Davis,1443,JCI,0.14%,Decreased
Chris Davis,1443,AGCO,1%,Decreased
Chris Davis,1443,DOC,0.04%,Increased
Chris Davis,1443,CI,1.16%,Decreased
Chris Davis,1443,BRK.B,1.44%,Decreased
Chris Davis,1443,CHCT,0.03%,Increased
Chris Davis,1443,EXR,0.04%,Decreased
Chris Davis,1443,AAPL,100%,Decreased
Chris Davis,1443,NOAH,0.07%,Decreased
Chris Davis,1443,GOOG,0.62%,Increased
Chris Davis,1443,COF,10.19%,Decreased
Chris Davis,1443,VICI,0.03%,Increased
Chris Davis,1443,LRCX,0.01%,Held
Donald Yacktman,5140,DAR,0.65%,Increased
Donald Yacktman,5140,CATO,N/A,Unknown
Donald Yacktman,5140,NTRS,0.01%,Held
Donald Yacktman,5140,NWS,N/A,Unknown
Donald Yacktman,5140,NWSA,3.05%,Decreased
Donald Yacktman,5140,FANG,2.21%,Decreased
Donald Yacktman,5140,FOX,4.55%,Decreased
Donald Yacktman,5140,SYY,1.33%,Decreased
Donald Yacktman,5140,CTSH,3.52%,Decreased
Donald Yacktman,5140,OLN,1.28%,Increased
Donald Yacktman,5140,TSN,2.2%,Decreased
Donald Yacktman,5140,KVUE,2.61%,Decreased
Donald Yacktman,5140,NOC,1.58%,Decreased
Donald Yacktman,5140,GLW,N/A,Unknown
Donald Yacktman,5140,CRMT,0.01%,Decreased
Donald Yacktman,5140,JNJ,2.99%,Decreased
Donald Yacktman,5140,AWI,1.61%,Decreased
Donald Yacktman,5140,AON,0.06%,Held
Donald Yacktman,5140,WFC,0.15%,Decreased
Donald Yacktman,5140,PG,4.74%,Decreased
Donald Yacktman,5140,EAF,0.12%,Increased
Donald Yacktman,5140,TDY,0.03%,Held
Donald Yacktman,5140,KO,2.11%,Decreased
Donald Yacktman,5140,ORCL,0.2%,Decreased
Donald Yacktman,5140,INGR,2.84%,Decreased
Donald Yacktman,5140,HSY,0.06%,Increased
Donald Yacktman,5140,CMCSA,0.6%,Decreased
Donald Yacktman,5140,FOXA,1.3%,Decreased
Donald Yacktman,5140,MCO,0.05%,Held
Donald Yacktman,5140,MAS,0.24%,Decreased
Donald Yacktman,5140,V,N/A,Unknown
Donald Yacktman,5140,SCHW,4.85%,Decreased
Donald Yacktman,5140,WBD,1.08%,Increased
Donald Yacktman,5140,CLX,0.06%,Increased
Donald Yacktman,5140,COP,2.33%,Decreased
Donald Yacktman,5140,UHAL,0.29%,Decreased
Donald Yacktman,5140,MSCI,0.05%,Held
Donald Yacktman,5140,CSCO,0.36%,Decreased
Donald Yacktman,5140,EOG,2.24%,Decreased
Donald Yacktman,5140,BRK.B,2.64%,Decreased
Donald Yacktman,5140,DVN,0.32%,Increased
Donald Yacktman,5140,BKNG,0.07%,Decreased
Donald Yacktman,5140,AMPY,0.01%,Decreased
Donald Yacktman,5140,AMRK,N/A,Unknown
Donald Yacktman,5140,VZ,0.03%,Held
Donald Yacktman,5140,RS,2.9%,Decreased
Donald Yacktman,5140,CNQ,11.04%,Decreased
Donald Yacktman,5140,BK,0.63%,Decreased
Donald Yacktman,5140,CL,0.99%,Held
Donald Yacktman,5140,PEP,4.17%,Increased
Donald Yacktman,5140,RDI,0.01%,Held
Donald Yacktman,5140,LEGH,0.02%,Decreased
Donald Yacktman,5140,XOM,0.03%,Held
Donald Yacktman,5140,EBAY,1.92%,Decreased
Donald Yacktman,5140,GOOG,2.88%,Decreased
Donald Yacktman,5140,ELV,1.96%,Increased
Donald Yacktman,5140,LHX,1.51%,Decreased
Donald Yacktman,5140,TLN,1.17%,Held
Donald Yacktman,5140,MA,0.08%,Held
Donald Yacktman,5140,GS,0.06%,Decreased
Donald Yacktman,5140,PM,0.02%,Held
Donald Yacktman,5140,STT,1.46%,Decreased
Donald Yacktman,5140,DIS,1.92%,Decreased
Donald Yacktman,5140,BRK.A,0.15%,Held
Donald Yacktman,5140,LMT,1.42%,Decreased
Donald Yacktman,5140,UL,0.2%,Decreased
Donald Yacktman,5140,MSFT,5.94%,Decreased
Donald Yacktman,5140,MO,N/A,Unknown
Donald Yacktman,5140,EMBC,0.4%,Decreased
Harry Burn,5119,NXPI,2.01%,Decreased
Harry Burn,5119,ABX,2.62%,Increased
Harry Burn,5119,CTRA,3.97%,Decreased
Harry Burn,5119,AES,2.65%,Increased
Harry Burn,5119,NEM,0.49%,Increased
Harry Burn,5119,TEVA,2.94%,Increased
Harry Burn,5119,WTW,2.73%,Decreased
Harry Burn,5119,BAX,3.39%,Increased
Harry Burn,5119,BKR,N/A,Unknown
Harry Burn,5119,FIS,3.4%,Increased
Harry Burn,5119,ZBH,3.17%,Increased
Harry Burn,5119,GM,1.61%,Decreased
Harry Burn,5119,INCY,3.17%,Increased
Harry Burn,5119,WFC,3.14%,Decreased
Harry Burn,5119,AVTR,2.37%,Decreased
Harry Burn,5119,OGN,2.6%,Increased
Harry Burn,5119,FLEX,2.01%,Decreased
Harry Burn,5119,PEG,2.23%,Increased
Harry Burn,5119,CSX,3.21%,Increased
Harry Burn,5119,FDX,N/A,Unknown
Harry Burn,5119,PYPL,2.83%,Increased
Harry Burn,5119,CF,2.76%,Increased
Harry Burn,5119,CHKP,2.16%,Decreased
Harry Burn,5119,MTCH,2.2%,Increased
Harry Burn,5119,EOG,3.25%,Increased
Harry Burn,5119,BRK.B,2.65%,Decreased
Harry Burn,5119,GEHC,2.21%,Increased
Harry Burn,5119,C,3.38%,Increased
Harry Burn,5119,BMY,3.04%,Increased
Harry Burn,5119,LEN,1.88%,Increased
Harry Burn,5119,PRGO,3.23%,Increased
Harry Burn,5119,VST,N/A,Unknown
Harry Burn,5119,PVH,1.99%,Decreased
Harry Burn,5119,LUV,3.36%,Increased
Harry Burn,5119,COF,3.77%,Decreased
Harry Burn,5119,BBWI,N/A,Unknown
Harry Burn,5119,KMI,2.4%,Increased
Harry Burn,5119,DIS,3.22%,Increased
Harry Burn,5119,HOLX,2.99%,Increased
Harry Burn,5119,KR,2.84%,Decreased
Harry Burn,5119,MHK,2.14%,Increased
William Von Mueffling,5752,A,2.13%,Decreased
William Von Mueffling,5752,TME,2.11%,Decreased
William Von Mueffling,5752,FLUT,3.75%,Decreased
William Von Mueffling,5752,ENTG,1.15%,Decreased
William Von Mueffling,5752,FERG,2.51%,Decreased
William Von Mueffling,5752,TMO,2.05%,Decreased
William Von Mueffling,5752,ECL,1.71%,Decreased
William Von Mueffling,5752,GOOGL,4.31%,Decreased
William Von Mueffling,5752,AVGO,8.73%,Decreased
William Von Mueffling,5752,CBRE,3.63%,Decreased
William Von Mueffling,5752,AON,2.57%,Decreased
William Von Mueffling,5752,TCOM,1.39%,Increased
William Von Mueffling,5752,CME,2.51%,Decreased
William Von Mueffling,5752,ORCL,1.09%,Decreased
William Von Mueffling,5752,MCO,1.3%,Decreased
William Von Mueffling,5752,V,4.02%,Decreased
William Von Mueffling,5752,ICE,3.55%,Decreased
William Von Mueffling,5752,EFX,2.59%,Decreased
William Von Mueffling,5752,TW,0.96%,Decreased
William Von Mueffling,5752,LYV,2.45%,Decreased
William Von Mueffling,5752,AMT,2.35%,Decreased
William Von Mueffling,5752,IBKR,4.1%,Decreased
William Von Mueffling,5752,FAST,2.26%,Decreased
William Von Mueffling,5752,CP,1.93%,Increased
William Von Mueffling,5752,YUM,1.77%,Increased
William Von Mueffling,5752,ICLR,0.39%,Increased
William Von Mueffling,5752,TSM,3.72%,Decreased
William Von Mueffling,5752,ADI,2.99%,Decreased
William Von Mueffling,5752,BLK,3.13%,Increased
William Von Mueffling,5752,ADBE,1.92%,Increased
William Von Mueffling,5752,SSNC,2.05%,Decreased
William Von Mueffling,5752,UBER,2.78%,Decreased
William Von Mueffling,5752,SPGI,5.37%,Decreased
William Von Mueffling,5752,ZTS,1.1%,Decreased
William Von Mueffling,5752,MSFT,3.64%,Decreased
William Von Mueffling,5752,AMAT,3.16%,Decreased
William Von Mueffling,5752,IQV,1.38%,Decreased
Tweedy Browne Co.,5221,GSK,0.31%,Decreased
Tweedy Browne Co.,5221,TSN,0.04%,Increased
Tweedy Browne Co.,5221,KVUE,0.09%,Decreased
Tweedy Browne Co.,5221,EIG,0.04%,Increased
Tweedy Browne Co.,5221,LW,0.03%,Increased
Tweedy Browne Co.,5221,BABA,0.04%,Decreased
Tweedy Browne Co.,5221,CROX,0.04%,Increased
Tweedy Browne Co.,5221,PSEC,0.02%,Increased
Tweedy Browne Co.,5221,BAC,1.69%,Decreased
Tweedy Browne Co.,5221,KT,0.06%,Increased
Tweedy Browne Co.,5221,EMR,0.12%,Decreased
Tweedy Browne Co.,5221,BZH,0.03%,Increased
Tweedy Browne Co.,5221,USB,0.85%,Decreased
Tweedy Browne Co.,5221,DVN,0.02%,Increased
Tweedy Browne Co.,5221,NE,0.04%,Increased
Tweedy Browne Co.,5221,BK,1.21%,Decreased
Tweedy Browne Co.,5221,AN,0.05%,Increased
Tweedy Browne Co.,5221,FIBK,0.04%,Increased
Tweedy Browne Co.,5221,AXP,2.01%,Decreased
Tweedy Browne Co.,5221,HP,0.02%,Increased
Tweedy Browne Co.,5221,UL,0.36%,Decreased
Tweedy Browne Co.,5221,CNH,16%,Decreased
Tweedy Browne Co.,5221,NTR,0.04%,Increased
Tweedy Browne Co.,5221,GL,0.35%,Decreased
Tweedy Browne Co.,5221,ARLP,0.05%,Increased
Tweedy Browne Co.,5221,EPD,0.31%,Decreased
Tweedy Browne Co.,5221,DINO,0.03%,Increased
Tweedy Browne Co.,5221,HLN,0.07%,Decreased
Tweedy Browne Co.,5221,SFNC,0.04%,Increased
Tweedy Browne Co.,5221,OEC,0.02%,Increased
Tweedy Browne Co.,5221,CLF,0.02%,Increased
Tweedy Browne Co.,5221,CNXC,0.07%,Decreased
Tweedy Browne Co.,5221,UNH,0.03%,Increased
Tweedy Browne Co.,5221,CCSI,0.02%,Increased
Tweedy Browne Co.,5221,PSX,0.14%,Decreased
Tweedy Browne Co.,5221,GOOGL,5.25%,Decreased
Tweedy Browne Co.,5221,JNJ,3.47%,Decreased
Tweedy Browne Co.,5221,HTLD,0.03%,Increased
Tweedy Browne Co.,5221,TTE,0.76%,Decreased
Tweedy Browne Co.,5221,MTDR,0.03%,Increased
Tweedy Browne Co.,5221,BMY,0.03%,Increased
Tweedy Browne Co.,5221,SIRI,0.03%,Increased
Tweedy Browne Co.,5221,TFC,2.31%,Decreased
Tweedy Browne Co.,5221,BRK.A,10.34%,Decreased
Tweedy Browne Co.,5221,LPG,0.02%,Increased
Tweedy Browne Co.,5221,EMBC,0.02%,Increased
Tweedy Browne Co.,5221,ATMU,0.3%,Held
Tweedy Browne Co.,5221,BFH,0.04%,Increased
Tweedy Browne Co.,5221,OBDC,0.04%,Increased
Tweedy Browne Co.,5221,KOF,10.92%,Decreased
Tweedy Browne Co.,5221,SEE,1.49%,Decreased
Tweedy Browne Co.,5221,IONS,10.6%,Decreased
Tweedy Browne Co.,5221,UNP,0.44%,Decreased
Tweedy Browne Co.,5221,NVST,2.65%,Decreased
Tweedy Browne Co.,5221,HPK,0.02%,Increased
Tweedy Browne Co.,5221,ALV,4.5%,Decreased
Tweedy Browne Co.,5221,ACDC,0.02%,Increased
Tweedy Browne Co.,5221,HLF,0.02%,Increased
Tweedy Browne Co.,5221,PSNY,N/A,Unknown
Tweedy Browne Co.,5221,COP,0.18%,Decreased
Tweedy Browne Co.,5221,AZO,2.08%,Decreased
Tweedy Browne Co.,5221,CSCO,0.37%,Decreased
Tweedy Browne Co.,5221,ZION,0.05%,Increased
Tweedy Browne Co.,5221,HCI,0.07%,Increased
Tweedy Browne Co.,5221,CVS,0.03%,Increased
Tweedy Browne Co.,5221,FITB,N/A,Unknown
Tweedy Browne Co.,5221,DEO,1.22%,Decreased
Tweedy Browne Co.,5221,BAX,0.03%,Decreased
Tweedy Browne Co.,5221,BSM,0.03%,Increased
Tweedy Browne Co.,5221,GM,0.05%,Increased
Tweedy Browne Co.,5221,TDW,0.03%,Increased
Tweedy Browne Co.,5221,WFC,4.45%,Decreased
Tweedy Browne Co.,5221,CMCSA,0.1%,Decreased
Tweedy Browne Co.,5221,CNC,0.03%,Increased
Tweedy Browne Co.,5221,FMC,0.92%,Decreased
Tweedy Browne Co.,5221,FDX,2.4%,Decreased
Tweedy Browne Co.,5221,CVE,0.03%,Increased
Tweedy Browne Co.,5221,ARW,0.04%,Increased
Tweedy Browne Co.,5221,AGCO,0.05%,Increased
Tweedy Browne Co.,5221,REZI,0.04%,Increased
Tweedy Browne Co.,5221,BRK.B,4.57%,Increased
Tweedy Browne Co.,5221,VRTX,1.54%,Decreased
Tweedy Browne Co.,5221,PGR,0.34%,Held
Tweedy Browne Co.,5221,VZ,0.1%,Held
Tweedy Browne Co.,5221,AAP,0.03%,Increased
Tweedy Browne Co.,5221,GOOG,0.22%,Decreased
Tweedy Browne Co.,5221,WTFC,0.05%,Increased
Tweedy Browne Co.,5221,NVS,0.87%,Decreased
Tweedy Browne Co.,5221,LGND,0.03%,Increased
Ronald Muhlenkamp,4747,CE,2.61%,Increased
Ronald Muhlenkamp,4747,MCHP,4.42%,Increased
Ronald Muhlenkamp,4747,JD,2.08%,Increased
Ronald Muhlenkamp,4747,EPD,0.24%,Held
Ronald Muhlenkamp,4747,NEM,5.16%,Increased
Ronald Muhlenkamp,4747,AEM,5.61%,Increased
Ronald Muhlenkamp,4747,NMIH,6.13%,Increased
Ronald Muhlenkamp,4747,WAB,4.11%,Increased
Ronald Muhlenkamp,4747,UNH,N/A,Unknown
Ronald Muhlenkamp,4747,DOW,1.89%,Increased
Ronald Muhlenkamp,4747,BGC,5.59%,Increased
Ronald Muhlenkamp,4747,RUSHB,0.16%,Held
Ronald Muhlenkamp,4747,TMHC,3.01%,Increased
Ronald Muhlenkamp,4747,TRV,0.55%,Held
Ronald Muhlenkamp,4747,MTZ,5.64%,Increased
Ronald Muhlenkamp,4747,RIG,0.86%,Increased
Ronald Muhlenkamp,4747,SLB,3.37%,Increased
Ronald Muhlenkamp,4747,MCK,6.19%,Decreased
Ronald Muhlenkamp,4747,BRK.B,5.81%,Increased
Ronald Muhlenkamp,4747,AAPL,4.01%,Increased
Ronald Muhlenkamp,4747,EQT,8.21%,Increased
Ronald Muhlenkamp,4747,URI,3.65%,Increased
Ronald Muhlenkamp,4747,RGLD,4.86%,Increased
Ronald Muhlenkamp,4747,RUSHA,6.01%,Increased
Ronald Muhlenkamp,4747,MSFT,5.01%,Increased
Nelson Peltz,276,IVZ,9.41%,Held
Nelson Peltz,276,FERG,4.33%,Decreased
Nelson Peltz,276,UHAL,1.14%,Held
Nelson Peltz,276,WEN,11.91%,Decreased
Nelson Peltz,276,GE,21.59%,Held
Nelson Peltz,276,SOLV,17.23%,Held
Nelson Peltz,276,GEHC,0.01%,Held
Nelson Peltz,276,JHG,30.84%,Held
Nelson Peltz,276,ALL,1.76%,Increased
Mohnish Pabrai,831,CNR,N/A,Unknown
Mohnish Pabrai,831,VAL,23.87%,Increased
Mohnish Pabrai,831,HCC,36.57%,Increased
Mohnish Pabrai,831,AMR,22.11%,Decreased
Mohnish Pabrai,831,NE,17.45%,Increased
Norbert Lou,3482,SWBI,2.79%,Held
Norbert Lou,3482,BRK.A,53.44%,Decreased
Norbert Lou,3482,PDD,16.76%,Increased
David Tepper,3653,QCOM,0.64%,Decreased
David Tepper,3653,AMZN,5.7%,Decreased
David Tepper,3653,JD,3.95%,Decreased
David Tepper,3653,CZR,0.66%,Held
David Tepper,3653,PDD,6.17%,Decreased
David Tepper,3653,GLW,0.95%,Increased
David Tepper,3653,LYFT,1.27%,Decreased
David Tepper,3653,UNH,1.09%,Increased
David Tepper,3653,WMB,1.07%,Increased
David Tepper,3653,NRG,2.33%,Increased
David Tepper,3653,BABA,14.56%,Decreased
David Tepper,3653,MU,0.41%,Decreased
David Tepper,3653,AVGO,0.26%,Increased
David Tepper,3653,ASML,0.55%,Decreased
David Tepper,3653,ORCL,1.17%,Decreased
David Tepper,3653,AR,N/A,Unknown
David Tepper,3653,EXE,N/A,Unknown
David Tepper,3653,AMD,N/A,Unknown
David Tepper,3653,FDX,N/A,Unknown
David Tepper,3653,INTC,N/A,Unknown
David Tepper,3653,META,3.78%,Increased
David Tepper,3653,LVS,0.27%,Decreased
David Tepper,3653,BIDU,0.85%,Decreased
David Tepper,3653,ET,1.1%,Increased
David Tepper,3653,TSM,0.53%,Increased
David Tepper,3653,XYZ,0.05%,Increased
David Tepper,3653,GOOG,3.75%,Increased
David Tepper,3653,LHX,0.75%,Increased
David Tepper,3653,VST,3.22%,Decreased
David Tepper,3653,BEKE,0.46%,Decreased
David Tepper,3653,EQT,N/A,Unknown
David Tepper,3653,WYNN,0.32%,Decreased
David Tepper,3653,NVDA,0.39%,Decreased
David Tepper,3653,MSFT,2.28%,Decreased
David Tepper,3653,LRCX,0.43%,Decreased
David Tepper,3653,UBER,2.78%,Increased
David Tepper,3653,MPLX,0.37%,Held
Michael Burry,3589,PDD,N/A,Unknown
Michael Burry,3589,MAGN,N/A,Unknown
Michael Burry,3589,OSCR,N/A,Unknown
Michael Burry,3589,EL,6.63%,Increased
Michael Burry,3589,JD,N/A,Unknown
Michael Burry,3589,BABA,N/A,Unknown
Michael Burry,3589,HCA,N/A,Unknown
Michael Burry,3589,GOOS,N/A,Unknown
Michael Burry,3589,BIDU,N/A,Unknown
Michael Burry,3589,VFC,N/A,Unknown
Michael Burry,3589,ACIC,N/A,Unknown
Michael Burry,3589,BRKR,N/A,Unknown
Michael Burry,3589,MOH,N/A,Unknown
Seth Klarman,2085,DG,5.29%,Increased
Seth Klarman,2085,FERG,5.19%,Held
Seth Klarman,2085,VSAT,3.04%,Decreased
Seth Klarman,2085,WTW,14.75%,Decreased
Seth Klarman,2085,GPC,N/A,Unknown
Seth Klarman,2085,FIS,7.46%,Increased
Seth Klarman,2085,LBTYK,8.44%,Decreased
Seth Klarman,2085,SOLV,2.29%,Decreased
Seth Klarman,2085,EXP,5.77%,Increased
Seth Klarman,2085,LBRDA,0.02%,Held
Seth Klarman,2085,QSR,7.41%,Increased
Seth Klarman,2085,HLF,1.88%,Held
Seth Klarman,2085,WCC,8.91%,Increased
Seth Klarman,2085,TBN,0.39%,Held
Seth Klarman,2085,LBRDK,0.42%,Held
Seth Klarman,2085,GDS,3.08%,Held
Seth Klarman,2085,CLVT,1.21%,Decreased
Seth Klarman,2085,SNRE,N/A,Unknown
Seth Klarman,2085,CRH,6.78%,Increased
Seth Klarman,2085,ICLR,2.03%,Increased
Seth Klarman,2085,SGI,1.2%,Increased
Seth Klarman,2085,HUM,N/A,Unknown
Seth Klarman,2085,GOOG,9.29%,Increased
Seth Klarman,2085,ELV,3.06%,Increased
Seth Klarman,2085,LBTYA,1.67%,Decreased
David Rolfe,3225,EW,2.97%,Decreased
David Rolfe,3225,UNH,0.64%,Decreased
David Rolfe,3225,GOOGL,8.26%,Increased
David Rolfe,3225,TSCO,4.97%,Increased
David Rolfe,3225,V,6.44%,Decreased
David Rolfe,3225,PYPL,6.94%,Increased
David Rolfe,3225,MSI,4.73%,Increased
David Rolfe,3225,META,9.24%,Decreased
David Rolfe,3225,BKNG,6.11%,Decreased
David Rolfe,3225,AAPL,7.06%,Increased
David Rolfe,3225,CDW,4.4%,Increased
David Rolfe,3225,ODFL,2.85%,Increased
David Rolfe,3225,TSM,9.29%,Decreased
David Rolfe,3225,ORLY,3.36%,Increased
David Rolfe,3225,URI,3.57%,Increased
David Rolfe,3225,CPRT,6.14%,Decreased
David Rolfe,3225,SPGI,3.52%,Increased
David Rolfe,3225,POOL,1.88%,Increased
David Rolfe,3225,MSFT,7.04%,Increased
Prem Watsa,2051,CVS,9.96%,Held
Prem Watsa,2051,UAA,2.13%,Held
Prem Watsa,2051,PFE,0.89%,Held
Prem Watsa,2051,RVNC,N/A,Unknown
Prem Watsa,2051,OXY,16.12%,Held
Prem Watsa,2051,KKR,0.13%,Decreased
Prem Watsa,2051,TFII,N/A,Unknown
Prem Watsa,2051,MX,0.02%,Held
Prem Watsa,2051,XERS,N/A,Unknown
Prem Watsa,2051,BB,9.52%,Held
Prem Watsa,2051,CLF,6.64%,Increased
Prem Watsa,2051,CIGI,0.14%,Decreased
Prem Watsa,2051,GM,0.96%,Held
Prem Watsa,2051,JNJ,0.66%,Held
Prem Watsa,2051,OLA,28.57%,Held
Prem Watsa,2051,MU,0.38%,Held
Prem Watsa,2051,LWAY,0.02%,Increased
Prem Watsa,2051,KHC,5.54%,Increased
Prem Watsa,2051,GTX,0.14%,Held
Prem Watsa,2051,CPRI,0.08%,Held
Prem Watsa,2051,BNS,0.92%,Held
Prem Watsa,2051,ATS,3.29%,Held
Prem Watsa,2051,TSM,1.27%,Held
Prem Watsa,2051,FNV,0.14%,Held
Prem Watsa,2051,TAP,3.98%,Increased
Prem Watsa,2051,MRK,0.84%,Held
Prem Watsa,2051,GNTX,0.11%,Held
Prem Watsa,2051,ATHM,0.08%,Held
Prem Watsa,2051,HP,1.1%,Held
Prem Watsa,2051,BRK.A,0.04%,Held
Prem Watsa,2051,KW,6.26%,Held
Prem Watsa,2051,MGM,0.05%,Held
Kahn Brothers Advisors,5144,PFE,3.77%,Decreased
Kahn Brothers Advisors,5144,VOXX,N/A,Unknown
